,Cr2O3,SiO2,Seam
2022-06-21 20:05:40,0.0,0.0,1.7769812831671292
2022-06-21 22:03:40,45.53890525119456,0.0,-0.23742850743037958
2022-06-21 23:59:26,45.47168810647196,1.3211935605814498,2.96304996290529
2022-06-24 00:01:23,45.714676593489465,1.268659764995328,2.708097102960993
2022-06-24 02:01:25,45.712142574248766,1.288170930818127,2.525884988390286
2022-07-06 01:02:20,0.0,0.0,3.993800548659214
2022-07-06 03:00:57,0.0,0.0,3.5599627403296514
2022-07-06 19:01:51,45.57486981688123,1.0281652575925597,4.707229327675151
2022-07-06 22:10:12,45.59317053390918,1.0628088802079732,4.534864638451331
2022-07-07 01:03:06,45.6101242392501,1.0941417795632136,4.056912201540218
2022-07-07 03:01:28,45.64118023096685,1.10811987644017,3.9924019575117637
2022-07-07 08:07:42,0.0,1.1726517876720153,3.7211658475670037
2022-07-08 00:01:55,45.64542570075855,0.0,4.8490486888034745
2022-07-08 01:01:06,45.6190197651441,0.9247985497675383,5.414554264677234
2022-07-08 03:02:10,45.65266182763542,0.9745775256853959,4.909039419012075
2022-07-23 14:06:39,45.93487034437297,1.2690950555754965,1.3772710081725714
2022-07-23 16:03:13,45.91387582095732,0.0,1.445003516876699
2022-07-23 20:03:27,45.886604622774286,1.2641606295682848,1.7079295408803603
2022-07-23 22:03:58,0.0,0.0,0.7477233987499283
2022-07-24 02:03:23,46.072316154284984,1.4812143226310954,-0.2655213438949001
2022-07-24 07:04:07,45.986237360485916,1.397541994715577,0.024136750444613515
2022-07-24 23:06:28,45.98679192083446,1.255007917488343,1.1689242417492882
2022-07-25 01:04:08,45.96598517956535,1.2146795770776022,1.593256376601221
2022-07-25 13:06:23,45.97288865710024,0.0,1.0072667891839568
2022-07-25 15:01:30,45.947737137189016,1.2987581673255784,1.0499619659092079
2022-07-25 17:02:05,45.985033487335684,1.2865104330628787,0.837665631544665
2022-07-26 02:07:09,45.943049718466185,1.2982753393408442,1.0811042748372
2022-07-26 04:04:53,45.94500146173943,1.3181513527772712,0.8406307063451434
2022-07-26 07:03:53,45.96182560880792,1.3165867217225242,0.8198064541860555
2022-08-02 04:06:38,45.96178356764346,0.0,1.863131882410106
2022-08-04 20:33:13,45.974071548016155,1.0869506987041044,2.3637941750392346
2022-08-08 19:07:24,45.918062770501514,1.0397798766998403,2.8623501666187803
